Gender,Senior Citizen,Marital Status,Dependents,tenure in months,Priority Account,Credit Cards,Loan Account,Netbanking,Debit Card,MobileApp,TechSupport Availed,Zero Balance Account,FDs,Interest Deposited,Paperless Banking,Monthly Average Balance (USD),Yearly Average Balance (USD),Churn,Customer Feedback,Category,Recommendation
0,0,0,0.0,25.0,1.0,0.0,-1.0,1.0,1,0,0.0,0.0,0.0,2,1.0,79.85,2015.35,1.0,The Debit Card activation process is very slow.,10.0,
1,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,70.6,70.6,1.0,The loan processing fee is too high.,2.0,
1,0,0,0.0,7.0,1.0,0.0,-1.0,0.0,0,1,1.0,1.0,0.0,2,0.0,64.3,445.95,0.0,I am satisfied with the easy online access to my Savings Account.,3.0,
0,0,0,0.0,19.0,1.0,0.0,-1.0,1.0,0,1,1.0,1.0,1.0,2,1.0,106.6,1934.45,1.0,The branch does not have enough seating.,6.0,
1,0,1,1.0,2.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,20.2,34.75,0.0,How do I transfer my Current Account to another branch?,1.0,
1,0,1,0.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,89.05,6254.45,0.0,How do I apply for a new Credit Card?,11.0,
1,0,0,0.0,58.0,1.0,0.0,-1.0,0.0,1,1,1.0,1.0,0.0,0,0.0,70.1,4048.95,0.0,Can I link my Current Account to multiple businesses?,1.0,
0,0,0,0.0,2.0,1.0,1.0,-1.0,0.0,0,1,0.0,0.0,0.0,2,0.0,80.6,155.8,1.0,The Debit Card activation process is very slow.,10.0,
0,1,0,0.0,3.0,1.0,0.0,-1.0,0.0,0,1,0.0,0.0,0.0,2,0.0,75.05,202.9,0.0,The online banking customer support is very helpful.,12.0,
1,0,1,1.0,44.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,25.7,1110.5,0.0,I faced difficulty in getting my Credit Card activated.,11.0,
1,1,0,0.0,4.0,1.0,0.0,-1.0,1.0,0,0,0.0,0.0,0.0,2,0.0,75.35,273.4,0.0,The interest rates on my Savings Account are too low.,3.0,
0,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,1.0,0.0,0.0,2,1.0,49.9,49.9,0.0,The Credit Card fraud detection system works very well.,11.0,
0,0,1,0.0,28.0,1.0,1.0,-1.0,0.0,0,1,1.0,1.0,1.0,2,1.0,104.8,3046.05,1.0,The ATM network is very unreliable.,8.0,
1,0,0,0.0,52.0,1.0,1.0,-1.0,1.0,0,0,1.0,1.0,1.0,0,1.0,79.75,4217.8,0.0,The loan repayment process is very confusing.,2.0,
0,0,1,1.0,8.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,19.85,146.6,0.0,The fixed deposit maturity process is very smooth.,7.0,
0,1,0,0.0,4.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,1.0,84.6,360.1,1.0,The Savings Account minimum balance requirement is too high.,3.0,
0,0,1,0.0,61.0,1.0,1.0,-1.0,0.0,0,1,1.0,1.0,1.0,2,1.0,106.35,6751.35,0.0,The ATM fees are too high.,8.0,
0,0,1,1.0,69.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,0.0,113.25,7895.15,0.0,The Current Account statement is very easy to access.,1.0,
1,1,1,0.0,9.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,21.25,204.55,0.0,The mobile banking app does not support multiple accounts.,5.0,
1,0,1,1.0,71.0,1.0,1.0,-1.0,1.0,0,1,0.0,1.0,1.0,0,0.0,105.55,7405.5,0.0,Are there any transaction fees for Current Accounts?,1.0,
0,0,0,0.0,4.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,70.15,268.35,1.0,The Debit Card is not accepted at many places.,10.0,
0,0,1,1.0,8.0,1.0,0.0,-1.0,0.0,1,0,0.0,1.0,0.0,2,1.0,83.55,680.05,1.0,I am not happy with the service at the branch.,6.0,
1,0,0,0.0,20.0,1.0,0.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,1.0,51.8,1023.85,0.0,The Debit Card delivery is very delayed.,10.0,
0,0,0,1.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,,0.0,2,1.0,79.35,79.35,1.0,The bank's helpline is always busy.,9.0,
0,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,1,0.0,0.0,0.0,2,1.0,74.6,74.6,1.0,The loan documentation process is very complicated.,2.0,
0,0,1,1.0,4.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,1.0,85.95,381.3,1.0,The Debit Card is not accepted at many places.,10.0,
0,0,0,0.0,2.0,1.0,0.0,-1.0,1.0,0,1,0.0,0.0,0.0,2,1.0,80.45,137.1,0.0,The online application process for Credit Cards is very easy.,11.0,
0,0,0,0.0,63.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,0.0,0,1.0,79.85,4861.45,0.0,The Savings Account interest rates are very competitive.,3.0,
0,0,0,0.0,20.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.7,406.95,0.0,The branch staff are very courteous and helpful.,6.0,
1,0,0,0.0,12.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,20.05,267,0.0,The online banking security features are excellent.,12.0,
1,0,0,0.0,5.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,20.35,92.75,0.0,The loan interest rates are not competitive.,2.0,
0,1,1,0.0,55.0,1.0,1.0,-1.0,0.0,1,1,0.0,0.0,0.0,2,1.0,85.45,4874.7,1.0,The ATM withdrawal limit is too low.,8.0,
0,0,1,1.0,28.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,1.0,81.05,2227.1,1.0,The Savings Account interest rates are too low.,3.0,
0,0,0,0.0,12.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,43.8,540.95,0.0,The fixed deposit renewal process is very easy.,7.0,
1,0,0,0.0,60.0,1.0,1.0,-1.0,0.0,1,0,0.0,1.0,0.0,2,1.0,89.9,5450.7,0.0,The Debit Card was delivered quickly.,10.0,
1,0,0,0.0,1.0,1.0,0.0,-1.0,1.0,0,0,0.0,0.0,1.0,2,1.0,84.6,84.6,1.0,The online banking system is often down.,12.0,
0,0,1,0.0,70.0,0.0,0.0,-1.0,0.0,1,1,1.0,1.0,1.0,0,0.0,57.8,4039.3,0.0,How do I order new checks for my account?,9.0,
1,1,1,1.0,72.0,0.0,0.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,64.8,4732.35,0.0,I faced several issues while transferring money from my Current Account.,1.0,
0,0,0,0.0,52.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,20.65,1022.95,0.0,The loan documentation process is very complicated.,2.0,
0,0,1,1.0,32.0,1.0,0.0,-1.0,0.0,1,0,0.0,1.0,0.0,2,1.0,86.1,2723.75,0.0,The Current Account online services are very reliable.,1.0,
1,0,0,1.0,11.0,1.0,1.0,-1.0,0.0,0,1,0.0,0.0,0.0,2,1.0,78.0,851.8,0.0,The Current Account charges are too high.,1.0,
1,0,0,0.0,13.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,20.0,268.45,0.0,I am happy with the friendly customer support.,,
1,0,0,0.0,20.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,19.7,419.4,0.0,I had issues with unauthorized charges on my Credit Card.,11.0,
0,0,0,0.0,57.0,1.0,1.0,-1.0,1.0,1,0,1.0,0.0,0.0,2,1.0,87.55,4884.85,0.0,The bank's website is very difficult to navigate.,9.0,
0,0,0,0.0,27.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,1.0,2,1.0,95.6,2595.25,0.0,My Credit Card is expiring soon.,0.0,
1,0,0,0.0,5.0,1.0,0.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,0.0,96.5,492.55,1.0,The loan processing time is too long.,2.0,
1,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,44.8,44.8,0.0,The branch staff are very courteous and helpful.,6.0,
0,0,1,1.0,18.0,1.0,0.0,-1.0,0.0,0,1,1.0,0.0,0.0,1,1.0,54.4,957.1,0.0,The branch is always very crowded.,6.0,
0,0,0,0.0,10.0,1.0,1.0,-1.0,0.0,0,0,1.0,1.0,1.0,2,1.0,98.5,1058.25,1.0,The branch staff are not helpful.,6.0,
0,0,1,1.0,65.0,1.0,1.0,-1.0,1.0,1,0,1.0,1.0,0.0,0,1.0,99.05,6416.7,0.0,Can I get overdraft protection for my Current Account?,1.0,
0,0,0,0.0,3.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,69.55,222.3,1.0,My Savings Account was closed without proper notification.,3.0,
1,0,0,0.0,4.0,1.0,0.0,-1.0,1.0,0,1,0.0,0.0,0.0,2,0.0,56.75,245.15,0.0,The branch is always very crowded.,6.0,
0,0,0,0.0,12.0,1.0,0.0,-1.0,1.0,0,0,1.0,1.0,1.0,2,1.0,98.9,1120.95,1.0,The loan application process is very complicated.,2.0,
1,0,0,0.0,1.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,45.65,45.65,1.0,The loan application process is very complicated.,2.0,
1,1,1,0.0,33.0,1.0,1.0,-1.0,1.0,0,1,1.0,1.0,1.0,2,1.0,109.9,3694.7,0.0,The fixed deposit renewal process is very easy.,7.0,
1,0,1,1.0,35.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,,20.5,759.35,0.0,The customer service for Debit Cards is very helpful.,4.0,
0,0,0,0.0,11.0,0.0,0.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,35.8,363.15,0.0,The customer service representatives for Credit Cards are very polite.,11.0,
1,1,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,115.75,8399.15,0.0,The mobile app does not have biometric login.,5.0,
0,1,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,88.05,6425.65,0.0,The Credit Card cashback offers are very good.,0.0,
0,0,0,0.0,2.0,0.0,0.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,1.0,34.7,62.25,1.0,The mobile app is very slow and crashes often.,5.0,
0,0,0,0.0,62.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,25.8,1563.95,0.0,The Debit Card delivery is very delayed.,10.0,
0,0,0,0.0,30.0,1.0,0.0,-1.0,1.0,1,0,0.0,0.0,0.0,2,1.0,55.3,1530.6,0.0,My Credit Card is not generating a transaction history.,0.0,
0,0,1,1.0,37.0,1.0,1.0,-1.0,0.0,1,0,0.0,1.0,0.0,2,1.0,88.8,3340.55,0.0,The mobile banking app does not support multiple accounts.,5.0,
1,0,1,0.0,16.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,75.4,1189.4,0.0,The Savings Account interest rates are very attractive.,3.0,
1,0,1,1.0,8.0,1.0,0.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,94.75,759.55,0.0,The Credit Card billing process is confusing.,0.0,
0,0,1,0.0,36.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,0.0,80.4,2937.65,0.0,The loan approval process was straightforward and hassle-free.,2.0,
1,0,1,1.0,42.0,1.0,1.0,-1.0,1.0,0,0,0.0,1.0,1.0,1,0.0,97.1,4016.75,0.0,The Current Account overdraft fees are exorbitant.,1.0,
1,0,1,1.0,31.0,1.0,1.0,-1.0,1.0,1,0,1.0,0.0,1.0,1,1.0,75.25,2344.5,0.0,The Debit Card delivery is very delayed.,10.0,
1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,20.8,20.8,0.0,Can I get a Loan for a wedding?,2.0,
1,0,0,0.0,34.0,1.0,0.0,-1.0,1.0,0,1,0.0,0.0,0.0,1,0.0,56.95,1889.5,0.0,The Debit Card is not accepted at many places.,10.0,
1,0,0,0.0,3.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,2,0.0,107.95,313.6,0.0,The bank's online customer service chat is not helpful.,9.0,
0,0,0,0.0,12.0,1.0,1.0,-1.0,1.0,0,1,1.0,0.0,0.0,2,1.0,61.65,713.75,1.0,The branch is always very crowded.,6.0,
0,0,1,0.0,51.0,1.0,0.0,-1.0,1.0,1,1,0.0,1.0,0.0,1,1.0,93.5,4619.55,0.0,The loan interest rates are too high.,2.0,
0,0,0,0.0,13.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,19.65,244.8,0.0,I was charged a fee for closing my Savings Account.,3.0,
0,1,1,0.0,71.0,1.0,1.0,-1.0,1.0,0,0,0.0,0.0,0.0,0,1.0,80.7,5676,0.0,The Credit Card travel benefits are very good.,0.0,
1,0,1,1.0,68.0,1.0,1.0,-1.0,0.0,1,1,1.0,0.0,1.0,1,1.0,75.8,5293.95,1.0,The branch does not have enough staff.,6.0,
0,0,1,1.0,72.0,0.0,0.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,65.2,4784.45,0.0,The ATM network is very reliable.,8.0,
1,0,0,0.0,12.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,20.45,255.35,0.0,The online banking system is often down.,12.0,
0,0,0,0.0,48.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,24.55,1203.95,0.0,I am satisfied with the easy fund transfer from my Current Account.,1.0,
1,0,0,0.0,10.0,1.0,0.0,-1.0,1.0,0,1,0.0,0.0,0.0,2,1.0,79.85,887.35,0.0,How do I get a Savings Account statement by ATM?,3.0,
1,0,0,0.0,4.0,1.0,0.0,-1.0,0.0,0,0,0.0,1.0,0.0,2,1.0,56.4,234.85,0.0,The mobile banking app does not have biometric login.,5.0,
0,0,1,1.0,11.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,20.6,,0.0,I want to open a Savings Account.,3.0,
0,0,1,1.0,61.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,24.1,1551.6,0.0,I am happy with the cashback offers on my Credit Card.,0.0,
0,0,1,1.0,70.0,1.0,1.0,-1.0,1.0,0,0,0.0,0.0,1.0,1,0.0,65.2,4543.15,0.0,How long does it take to process a loan application?,2.0,
0,0,1,1.0,30.0,1.0,0.0,-1.0,0.0,1,1,1.0,1.0,1.0,0,0.0,80.8,2369.3,0.0,How do I close my Savings Account?,3.0,
0,0,0,1.0,13.0,1.0,0.0,-1.0,1.0,1,0,0.0,0.0,0.0,2,1.0,56.0,764.55,0.0,How do I get a Current Account statement by email?,1.0,
1,0,1,0.0,71.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,1,1.0,98.65,6962.85,0.0,The Savings Account mobile banking app is very convenient.,3.0,
1,0,0,0.0,38.0,1.0,1.0,-1.0,0.0,0,1,1.0,1.0,0.0,1,0.0,95.0,3605.6,0.0,My Debit Card often gets blocked without reason.,4.0,
0,0,0,0.0,65.0,1.0,0.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,84.85,5459.2,0.0,The process of updating my contact information was very slow.,9.0,
1,1,1,0.0,58.0,0.0,0.0,-1.0,0.0,1,1,0.0,0.0,1.0,2,1.0,45.3,2651.2,1.0,My Current Account statements are very hard to understand.,1.0,
0,0,1,1.0,16.0,1.0,1.0,-1.0,1.0,0,1,1.0,1.0,1.0,2,1.0,112.95,1882.55,0.0,What is the processing fee for a Loan?,2.0,
0,0,0,0.0,60.0,0.0,0.0,-1.0,0.0,1,0,0.0,1.0,1.0,2,1.0,50.8,3027.4,1.0,The Debit Card PIN reset process is very confusing.,10.0,
0,0,1,0.0,1.0,0.0,0.0,-1.0,,0,0,0.0,0.0,0.0,2,1.0,24.8,24.8,1.0,The customer support for Credit Cards is very unresponsive.,11.0,
0,0,0,0.0,46.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,1.0,1,0.0,55.65,2688.85,0.0,The fixed deposit renewal process is very easy.,7.0,
0,0,0,0.0,13.0,1.0,0.0,-1.0,0.0,1,1,0.0,0.0,0.0,2,1.0,79.25,1111.65,1.0,The loan documentation process is very complicated.,2.0,
0,0,1,1.0,7.0,1.0,0.0,-1.0,1.0,1,1,1.0,1.0,0.0,2,1.0,75.7,554.05,0.0,The loan repayment options are very flexible.,2.0,
0,0,0,0.0,35.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,100.25,3527.6,1.0,The Savings Account minimum balance requirement is too high.,3.0,
1,1,0,0.0,20.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,98.55,1842.8,1.0,The branch is always crowded.,6.0,
1,0,0,0.0,3.0,1.0,0.0,-1.0,1.0,0,0,1.0,1.0,0.0,2,1.0,64.4,195.65,0.0,The mobile app does not support multiple accounts.,5.0,
1,1,0,0.0,24.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,70.0,1732.6,0.0,My Debit Card was not delivered on time.,4.0,
1,0,1,1.0,38.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,25.05,963.95,0.0,The Savings Account opening process was very smooth and quick.,3.0,
0,0,1,1.0,71.0,1.0,0.0,-1.0,0.0,0,1,0.0,0.0,0.0,0,0.0,76.05,5436.45,0.0,The customer service for Savings Accounts is very prompt.,3.0,
0,0,1,1.0,35.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,19.85,739.35,0.0,I am happy with the rewards program on my Credit Card.,0.0,
0,1,1,0.0,33.0,1.0,1.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,1.0,80.6,2656.5,1.0,The loan processing fee is too high.,2.0,
0,1,1,0.0,55.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,51.65,2838.55,0.0,My Debit Card was swallowed by the ATM.,10.0,
1,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,0,0,0.0,0.0,0.0,0,0.0,55.3,3983.6,0.0,The Savings Account minimum balance requirement is very low.,3.0,
0,0,1,1.0,61.0,1.0,0.0,-1.0,0.0,0,1,1.0,1.0,1.0,0,1.0,73.8,4616.05,0.0,The Savings Account mobile banking app is very convenient.,3.0,
1,0,1,1.0,29.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,2,0.0,80.1,2211.8,0.0,The online application process for Credit Cards is very easy.,11.0,
0,0,0,0.0,11.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,20.05,237.7,0.0,The Current Account management is very convenient.,1.0,
0,0,1,0.0,5.0,1.0,0.0,-1.0,1.0,0,1,0.0,0.0,1.0,2,1.0,88.9,454.15,1.0,The mobile banking app does not support multiple accounts.,5.0,
1,0,0,0.0,2.0,1.0,1.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,1.0,54.4,114.1,1.0,My Debit Card often gets blocked without reason.,4.0,
0,0,0,0.0,11.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,2,1.0,97.85,1105.4,1.0,The Debit Card delivery is very delayed.,10.0,
0,0,0,0.0,32.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0.0,19.75,624.15,0.0,What are the benefits of the Platinum Credit Card?,11.0,
1,0,0,1.0,45.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,0,0.0,99.7,4634.35,0.0,The Current Account statements are very clear and detailed.,1.0,
1,0,1,0.0,70.0,1.0,0.0,-1.0,1.0,1,1,1.0,0.0,1.0,0,0.0,101.0,7085.5,0.0,I am happy with the prompt service from customer support.,,
1,0,0,0.0,58.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,1,1.0,103.25,6017.65,1.0,The ATM fees are too high.,8.0,
0,0,1,0.0,72.0,0.0,0.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,0.0,65.5,4919.7,0.0,The mobile banking app does not have enough features.,5.0,
1,0,1,1.0,57.0,1.0,0.0,-1.0,0.0,1,1,0.0,1.0,1.0,1,1.0,97.55,5598,0.0,The mobile banking app does not have biometric login.,5.0,
0,0,1,1.0,31.0,1.0,0.0,-1.0,1.0,0,1,1.0,1.0,1.0,1,1.0,81.15,2545.75,0.0,How do I close my Current Account?,1.0,
0,0,1,1.0,63.0,1.0,1.0,-1.0,1.0,0,0,0.0,1.0,1.0,1,1.0,99.65,6311.2,0.0,I am happy with the fixed deposit renewal process.,7.0,
1,0,1,0.0,63.0,1.0,1.0,-1.0,0.0,1,1,0.0,1.0,1.0,2,1.0,103.4,6603,1.0,The mobile banking app does not have biometric login.,5.0,
0,0,1,0.0,71.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,24.75,1836.9,0.0,The Current Account opening process was very easy.,1.0,
1,1,0,0.0,32.0,1.0,1.0,-1.0,0.0,0,1,0.0,0.0,0.0,2,1.0,81.1,2619.25,0.0,The loan approval process was straightforward and hassle-free.,2.0,
0,0,1,0.0,71.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1.0,24.25,1732.95,0.0,The mobile app does not support my device.,5.0,
1,0,1,0.0,47.0,1.0,1.0,-1.0,0.0,1,0,0.0,0.0,0.0,1,1.0,78.9,3650.35,0.0,The online banking customer support is very helpful.,12.0,
0,0,1,0.0,58.0,1.0,1.0,-1.0,0.0,1,0,1.0,0.0,0.0,0,1.0,59.9,3505.1,0.0,The Savings Account interest rates are very attractive.,3.0,
1,0,0,0.0,40.0,1.0,1.0,-1.0,0.0,0,1,1.0,1.0,1.0,2,0.0,104.8,4131.95,1.0,The Current Account maintenance charges are too high.,1.0,
1,0,1,1.0,35.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.6,686.95,0.0,The Current Account customer service is very poor.,1.0,
1,0,0,0.0,32.0,1.0,1.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,1.0,85.65,2664.3,0.0,The Savings Account minimum balance requirement is very low.,3.0,
1,0,1,1.0,43.0,1.0,1.0,-1.0,1.0,0,0,1.0,0.0,1.0,1,1.0,71.9,3173.35,0.0,The customer support for Credit Card issues is very responsive.,11.0,
1,1,0,0.0,42.0,,1.0,-1.0,0.0,1,0,0.0,0.0,0.0,2,1.0,79.35,3344.1,0.0,I need to reset my Debit Card PIN.,10.0,
0,0,1,0.0,71.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,0.0,85.75,6223.8,0.0,The fixed deposit interest rates are,-1.0,
0,0,1,0.0,7.0,1.0,0.0,-1.0,0.0,0,1,0.0,0.0,0.0,2,1.0,75.15,496.9,1.0,The mobile banking app does not have enough features.,5.0,
1,0,0,0.0,5.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,21.05,113.85,1.0,The mobile banking app does not support my device.,5.0,
1,0,1,1.0,27.0,1.0,1.0,-1.0,0.0,1,0,1.0,0.0,0.0,2,1.0,85.2,2151.6,0.0,The Savings Account interest rates are too low.,3.0,
0,0,0,0.0,2.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,1.0,2,1.0,96.0,174.8,1.0,The loan prepayment charges are too high.,2.0,
1,0,1,1.0,72.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,0.0,114.55,8306.05,0.0,The credit limit on my Credit Card is too low.,11.0,
1,0,0,0.0,7.0,1.0,1.0,-1.0,0.0,1,0,0.0,1.0,1.0,2,1.0,99.8,673.25,1.0,The mobile banking app does not have enough features.,5.0,
0,0,0,0.0,2.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,70.7,151.65,1.0,The fixed deposit rates are not competitive.,7.0,
0,0,0,0.0,10.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,45.25,428.7,0.0,The online banking system is often down.,12.0,
1,1,1,0.0,71.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,23.95,1756.2,0.0,How do I transfer money between Current Accounts?,1.0,
1,1,1,0.0,64.0,1.0,1.0,-1.0,0.0,0,1,1.0,1.0,1.0,0,0.0,102.1,6538.45,0.0,How do I report a lost Debit Card?,4.0,
1,0,1,1.0,72.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,19.4,1363.25,0.0,The bank's customer service chat is very helpful.,9.0,
0,1,1,0.0,5.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,69.35,341.6,0.0,How do I link my Savings Account to my mobile number?,3.0,
0,1,0,0.0,55.0,1.0,1.0,-1.0,0.0,0,1,0.0,1.0,1.0,1,1.0,100.0,5509.3,1.0,The loan processing time is too long.,2.0,
0,0,0,0.0,66.0,1.0,1.0,-1.0,1.0,1,1,1.0,1.0,1.0,0,1.0,90.05,5965.95,0.0,The interest rates on my Savings Account are very competitive.,3.0,
0,0,1,1.0,52.0,1.0,0.0,-1.0,1.0,0,1,1.0,0.0,0.0,2,1.0,84.05,4326.8,0.0,How do I open a Current Account?,1.0,
1,0,0,0.0,2.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,0.0,45.35,89.5,1.0,The minimum balance requirement for Current Accounts is too high.,1.0,
0,0,1,1.0,14.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,1.0,2,1.0,80.9,1152.8,0.0,I am not happy with the service at the branch.,6.0,
0,0,0,0.0,30.0,1.0,1.0,-1.0,0.0,1,1,1.0,1.0,1.0,1,0.0,110.45,3327.05,0.0,My Debit Card was not delivered on time.,4.0,
1,0,0,0.0,31.0,1.0,0.0,-1.0,0.0,0,1,1.0,1.0,1.0,0,0.0,99.45,3109.9,0.0,The Debit Card delivery is delayed.,10.0,
0,0,1,1.0,5.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,24.3,132.25,0.0,The Debit Card is not accepted at many places.,10.0,
0,0,0,0.0,1.0,1.0,0.0,-1.0,1.0,0,0,0.0,0.0,0.0,2,0.0,75.3,75.3,1.0,There are too many hidden fees in my Savings Account.,3.0,
1,0,1,0.0,3.0,1.0,0.0,-1.0,0.0,0,0,0.0,0.0,0.0,2,1.0,70.3,208.85,1.0,My Current Account transactions are often delayed.,1.0,
0,1,0,0.0,17.0,1.0,1.0,-1.0,0.0,0,1,0.0,0.0,0.0,2,1.0,82.65,1470.05,0.0,The interest rate on my Credit Card is very reasonable.,11.0,
0,0,0,0.0,15.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,19.9,320.45,0.0,I am happy with the interest rates on my Fixed Deposit.,7.0,
1,0,0,0.0,22.0,1.0,1.0,-1.0,0.0,0,0,0.0,1.0,1.0,2,1.0,94.65,2104.55,1.0,The loan interest rates are not competitive.,2.0,
1,1,0,0.0,1.0,0.0,0.0,-1.0,0.0,0,1,0.0,0.0,1.0,2,1.0,39.65,39.65,1.0,The ATM network is unreliable.,8.0,
0,0,0,0.0,41.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,20.65,835.15,0.0,My Debit Card transaction failed.,10.0,
1,0,0,1.0,1.0,1.0,,0.0,0.0,0,0,0.0,0.0,0.0,2,0.0,20.75,20.75,0.0,Can I get a debit card for my Current Account?,1.0,
0,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,1.0,20.0,61.7,0.0,The Current Account management is very convenient.,1.0,
